Player,BPM
A.J. Hammons,-6.6
Aaron Brooks,-3.366666666666667
Aaron Gordon,0.22499999999999998
Aaron Harrison,-8.533333333333333
Aaron Holiday,-1.6
Aaron Jackson,-8.9
Abdel Nader,-4.25
Adreian Payne,-2.033333333333333
Al Horford,4.175
Al Jefferson,0.03333333333333336
Al-Farouq Aminu,0.024999999999999994
Alan Anderson,-4.199999999999999
Alan Williams,1.3250000000000002
Alec Burks,-1.2
Alec Peters,-2.8
Alex Caruso,-1.55
Alex Len,-1.875
Alex Poythress,-3.8333333333333335
Alex Stepheson,-2.4
Alexis Ajinça,-3.65
Alfonzo McKinnie,-3.25
Alize Johnson,-7.7
Allen Crabbe,-1.45
Allonzo Trier,-3.1
Alonzo Gee,-4.65
Amar'e Stoudemire,-0.6
Amile Jefferson,2.5
Amir Johnson,0.125
Anderson Varejão,-3.55
Andre Drummond,1.85
Andre Iguodala,1.2750000000000001
Andre Ingram,-7.65
Andre Miller,-1.9
Andre Roberson,-0.19999999999999998
Andrea Bargnani,-5.1
Andrew Bogut,-1.475
Andrew Goudelock,-3.6
Andrew Harrison,-4.0
Andrew Nicholson,-3.55
Andrew White,-5.5
Andrew Wiggins,-2.1
Anfernee Simons,-5.3
Ante Žižić,-1.1
Anthony Bennett,-2.65
Anthony Brown,6.866666666666667
Anthony Davis,6.475
Anthony Morrow,-1.7
Anthony Tolliver,-0.5249999999999999
Antonio Blakeney,-5.2
Antonius Cleveland,-5.2
Archie Goodwin,-0.9000000000000001
Arinze Onuaku,-6.4
Aron Baynes,-1.8250000000000002
Arron Afflalo,-3.966666666666667
Austin Rivers,-2.6
Avery Bradley,-2.1
Axel Toupane,-5.45
B.J. Johnson,-4.3
Bam Adebayo,0.7
Ben Bentil,-25.9
Ben McLemore,-3.85
Ben Moore,-9.3
Ben Simmons,4.05
Beno Udrih,-1.6500000000000001
Billy Garrett,-5.5
Bismack Biyombo,-2.075
Blake Griffin,4.425
Boban Marjanović,3.875
Bobby Brown,-5.4
Bobby Portis,-1.6
Bogdan Bogdanović,-1.05
Bojan Bogdanović,-1.425
Bonzie Colson,-3.5
Boris Diaw,-0.85
Brad Wanamaker,-0.7
Bradley Beal,2.175
Brandan Wright,1.5
Branden Dawson,-5.7
Brandon Bass,0.5
Brandon Goodwin,-9.5
Brandon Ingram,-2.5333333333333337
Brandon Jennings,-2.0666666666666664
Brandon Knight,-2.9333333333333336
Brandon Paul,-3.5
Brandon Rush,-1.65
Brandon Sampson,-4.7
Brian Roberts,-2.9000000000000004
Briante Weber,-2.9000000000000004
Brice Johnson,-1.2
Brook Lopez,1.7
Bruce Brown,-3.3
Bruno Caboclo,-5.875000000000001
Bryce Cotton,-8.8
Bryce Dejean-Jones,-2.5
Bryn Forbes,-3.233333333333333
Buddy Hield,0.3666666666666667
C.J. Miles,-0.39999999999999997
C.J. Watson,-3.3
C.J. Wilcox,-4.8
C.J. Williams,-2.9000000000000004
CJ McCollum,1.375
Caleb Swanigan,-6.35
Cameron Bairstow,-7.5
Cameron Payne,-2.55
Cameron Reynolds,-2.5
Caris LeVert,-0.5666666666666668
Carl Landry,1.2
Carmelo Anthony,-0.15000000000000002
Caron Butler,-1.8
Cedi Osman,-3.05
Chandler Hutchison,-3.9
Chandler Parsons,-1.35
Channing Frye,-0.55
Charles Cooke,-14.4
Charlie Villanueva,-2.7
Chase Budinger,-1.3
Chasson Randle,-2.85
Cheick Diallo,-1.9333333333333336
Chimezie Metu,-8.7
Chinanu Onuaku,-8.1
Chris Andersen,-0.9
Chris Bosh,4.0
Chris Boucher,-15.25
Chris Chiozza,-1.3
Chris Copeland,-6.4
Chris Johnson,-2.0
Chris Kaman,-3.6
Chris McCullough,-2.6
Chris Paul,6.9
Christian Wood,-0.8000000000000002
Chuck Hayes,-8.1
Cleanthony Early,-8.6
Cliff Alexander,0.0
Clint Capela,1.8
Cody Zeller,-0.24999999999999997
Cole Aldrich,-1.9666666666666668
Collin Sexton,-4.7
Corey Brewer,-2.05
Cory Jefferson,-6.4
Cory Joseph,-1.1
Coty Clarke,14.1
Courtney Lee,-1.1749999999999998
Cristiano Felício,-2.0999999999999996
D'Angelo Russell,-0.22499999999999998
D.J. Augustin,-0.775
D.J. Stephens,-5.5
D.J. Wilson,-2.1
Dahntay Jones,-3.9
Dairis Bertāns,-8.8
Dakari Johnson,-0.3
Damian Jones,-5.2333333333333325
Damian Lillard,5.75
Damien Inglis,-5.6
Damien Wilkins,-6.1
Damion Lee,-2.05
Damjan Rudež,-4.65
Damyean Dotson,-2.45
Daniel Hamilton,-0.8999999999999999
Daniel Ochefu,-8.4
Daniel Theis,0.15
Danilo Gallinari,1.9749999999999999
Danny Green,1.0750000000000002
Dante Cunningham,-1.675
Dante Exum,-1.7666666666666666
Danuel House,-0.4000000000000001
Dario Šarić,-0.8666666666666666
Darius Miller,-2.4
Darrell Arthur,-2.066666666666667
Darren Collison,0.925
Darrun Hilliard,-5.466666666666666
Daryl Macon,-7.9
David Lee,1.55
David Nwaba,-2.266666666666667
David Stockton,7.9
David West,2.933333333333333
Davon Reed,-5.95
De'Aaron Fox,-1.35
De'Anthony Melton,-2.7
DeAndre Jordan,2.4
DeAndre Liggins,-2.35
DeAndre' Bembry,-3.533333333333333
DeJuan Blair,-8.9
DeMar DeRozan,2.35
DeMarcus Cousins,4.45
DeMarre Carroll,-0.25
DeVaughn Akoon-Purcell,-5.8
Deandre Ayton,0.2
Dejounte Murray,-2.15
Delon Wright,1.9249999999999998
Demetrius Jackson,3.0333333333333337
Deng Adel,-7.5
Dennis Schröder,-0.85
Dennis Smith Jr.,-2.15
Denzel Valentine,-2.15
Deonte Burton,-4.3
Deron Williams,-1.05
Derrick Favors,1.9999999999999998
Derrick Jones Jr.,-1.8333333333333333
Derrick Rose,-1.875
Derrick Walton,1.3
Derrick White,1.5999999999999999
Derrick Williams,-6.466666666666668
Devin Booker,-0.6999999999999998
Devin Harris,-1.0750000000000002
Devin Robinson,-0.10000000000000009
Devonte' Graham,-4.0
Devyn Marble,-6.2
Dewayne Dedmon,0.07499999999999998
Deyonta Davis,-2.6999999999999997
Diamond Stone,-20.8
Dillon Brooks,-5.15
Dion Waiters,-1.875
Dirk Nowitzki,0.42499999999999993
Domantas Sabonis,-0.8333333333333331
Donald Sloan,-1.7
Donatas Motiejūnas,-10.166666666666666
Donovan Mitchell,1.25
Donte DiVincenzo,-2.2
Donte Grantham,-37.6
Dorian Finney-Smith,-2.8666666666666667
Doug McDermott,-2.1999999999999997
Dragan Bender,-4.3
Draymond Green,3.65
Drew Eubanks,-1.3
Drew Gooden,-6.3
Duje Dukan,-7.0
Duncan Robinson,-3.4
Dusty Hannahs,-9.7
Dwayne Bacon,-4.2
Dwight Buycks,-3.1
Dwight Howard,-0.4
Dwight Powell,1.4
Dwyane Wade,1.0
Dāvis Bertāns,1.4000000000000001
Džanan Musa,-7.2
E'Twaun Moore,-1.8499999999999999
Ed Davis,-0.7
Edmond Sumner,0.8000000000000003
Edy Tavares,0.7499999999999999
Ekpe Udoh,3.9000000000000004
Elfrid Payton,-0.49999999999999994
Elie Okobo,-5.7
Elijah Millsap,-11.4
Elliot Williams,-7.9
Elton Brand,-3.4
Emanuel Terry,2.3
Emeka Okafor,-1.2
Emmanuel Mudiay,-3.325
Enes Kanter,1.525
Eric Bledsoe,3.125
Eric Gordon,-0.275
Eric Moreland,-2.9
Erick Green,-1.9
Erik McCree,-13.7
Ersan İlyasova,-0.75
Evan Fournier,-1.15
Evan Turner,-1.575
Festus Ezeli,-0.1
Frank Jackson,-4.6
Frank Kaminsky,-0.47500000000000003
Frank Mason III,-2.7
Frank Ntilikina,-5.5
Fred VanVleet,0.2666666666666666
Furkan Korkmaz,-4.7
Garrett Temple,-2.05
Gary Clark,-0.7
Gary Harris,-0.25
Gary Neal,-8.7
Gary Payton II,2.8333333333333326
Gary Trent Jr.,-10.8
George Hill,0.5750000000000001
George King,-7.9
Georges Niang,-5.233333333333333
Georgios Papagiannis,-3.9499999999999997
Gerald Green,-1.875
Gerald Henderson,-2.45
Gian Clavell,-2.2
Giannis Antetokounmpo,6.5
Glenn Robinson III,-1.275
Goran Dragić,0.35
Gordon Hayward,0.24999999999999983
Gorgui Dieng,0.07500000000000001
Grayson Allen,-6.3
Greg Monroe,0.7250000000000001
Greg Smith,-5.5
Greivis Vásquez,-5.85
Guerschon Yabusele,-1.9500000000000002
Hamidou Diallo,-4.2
Harrison Barnes,-1.0
Harry Giles,-3.0
Hassan Whiteside,2.625
Haywood Highsmith,-8.2
Henry Ellenson,-3.9333333333333336
Henry Sims,-4.3
Hollis Thompson,-3.0
Ian Clark,-3.0
Ian Mahinmi,-1.975
Ike Anigbogu,-7.1499999999999995
Iman Shumpert,-2.25
Isaac Bonga,-4.8
Isaac Humphries,-11.0
Isaiah Briscoe,-5.0
Isaiah Canaan,-2.7749999999999995
Isaiah Hartenstein,-3.9
Isaiah Hicks,-3.75
Isaiah Taylor,-6.1
Isaiah Thomas,-0.10000000000000009
Isaiah Whitehead,-4.449999999999999
Ish Smith,-0.825
Ivan Rabb,-1.7
Ivica Zubac,-1.4000000000000001
J.J. Barea,0.525
J.J. Hickson,-1.1
J.J. O'Brien,-6.2
J.J. Redick,0.9750000000000001
J.P. Macura,-7.7
J.R. Smith,-1.95
JaKarr Sampson,-0.9666666666666668
JaMychal Green,-1.825
JaVale McGee,0.95
Jabari Bird,-3.1
Jabari Parker,-0.9
Jack Cooley,-0.6
Jacob Evans,-8.2
Jacob Pullen,-12.7
Jacob Wiley,-2.3
Jae Crowder,0.22500000000000003
Jahlil Okafor,-2.0
Jake Layman,-3.733333333333333
Jakob Poeltl,-0.2333333333333334
Jalen Brunson,-1.7
Jalen Jones,-5.15
Jamal Crawford,-2.425
Jamal Murray,-0.5666666666666665
Jameel Warney,-0.2
Jameer Nelson,-2.766666666666667
Jamel Artis,-5.4
James Anderson,-4.5
James Ennis,-0.6
James Harden,9.05
James Johnson,0.55
James Jones,-0.3
James Michael McAdoo,-2.1999999999999997
James Nunnally,-4.8
James Webb III,-8.3
James Young,-4.233333333333333
Jamil Wilson,0.2
Jared Cunningham,-5.7
Jared Dudley,-1.35
Jared Sullinger,-3.3000000000000003
Jared Terrell,-10.9
Jarell Eddie,-4.066666666666667
Jarell Martin,-4.35
Jaren Jackson Jr.,-0.3
Jarnell Stokes,9.4
Jaron Blossomgame,-3.8
Jarred Vanderbilt,-4.2
Jarrett Allen,0.4
Jarrett Jack,-1.633333333333333
Jarrod Uthoff,-2.2
Jason Smith,-3.7750000000000004
Jason Terry,-1.5
Jason Thompson,-0.8
Jawun Evans,-7.65
Jaylen Adams,-4.3
Jaylen Brown,-2.1
Jaylen Morris,-2.9000000000000004
Jayson Tatum,0.5
Jeff Ayres,-6.1
Jeff Green,-2.15
Jeff Teague,0.875
Jeff Withey,-0.8666666666666667
Jemerrio Jones,0.2
Jerami Grant,-0.625
Jeremy Evans,-5.15
Jeremy Lamb,1.0250000000000001
Jeremy Lin,-1.6250000000000002
Jerian Grant,-1.475
Jerome Robinson,-4.7
Jerryd Bayless,-3.15
Jevon Carter,-4.0
Jimmer Fredette,-6.95
Jimmy Butler,5.3
Joakim Noah,0.6000000000000001
Jodie Meeks,-1.3250000000000002
Joe Chealey,-14.6
Joe Harris,-2.2
Joe Ingles,1.375
Joe Johnson,-1.4666666666666668
Joe Young,-4.466666666666667
Joel Anthony,-0.8500000000000001
Joel Bolomboy,-0.8
Joel Embiid,4.233333333333333
Joffrey Lauvergne,-1.6000000000000003
John Collins,0.35
John Henson,0.04999999999999993
John Holland,-5.25
John Jenkins,-1.3666666666666665
John Lucas III,3.1
John Wall,3.025
Johnathan Motley,-2.5999999999999996
Johnathan Williams,-3.2
Johnny O'Bryant,-4.233333333333333
Jon Leuer,-1.7999999999999998
Jonah Bolden,-0.7
Jonas Jerebko,-1.2500000000000002
Jonas Valančiūnas,1.75
Jonathan Gibson,0.19999999999999973
Jonathan Isaac,-0.8999999999999999
Jonathon Simmons,-3.1500000000000004
Jordan Adams,6.9
Jordan Bell,0.95
Jordan Clarkson,-1.125
Jordan Crawford,2.75
Jordan Farmar,0.7000000000000001
Jordan Hamilton,-3.3
Jordan Hill,-6.5
Jordan Loyd,-1.0
Jordan McRae,-2.4
Jordan Mickey,-3.9333333333333336
Jordan Sibert,16.0
Jorge Gutiérrez,0.6
Josh Gray,-4.2
Josh Hart,-0.7000000000000001
Josh Huestis,0.7000000000000003
Josh Jackson,-4.4
Josh Magette,-2.6
Josh McRoberts,-8.2
Josh Okogie,-3.1
Josh Richardson,-0.125
Josh Smith,-8.85
José Calderón,-2.4
Jrue Holiday,2.0
Juan Hernangómez,-1.5
Julian Washburn,-4.6
Julius Randle,-0.5000000000000001
Julyan Stone,-1.3
Justin Anderson,-1.15
Justin Hamilton,-0.8
Justin Harper,-7.25
Justin Holiday,-1.775
Justin Jackson,-2.55
Justin Patton,0.6000000000000001
Justise Winslow,-2.025
Jusuf Nurkić,-0.02499999999999991
K.J. McDaniels,-3.0999999999999996
Kadeem Allen,-3.5500000000000003
Kalin Lucas,0.8
Karl-Anthony Towns,4.5
Kawhi Leonard,8.950000000000001
Kay Felder,-6.75
Keita Bates-Diop,-3.4
Keith Appling,-15.1
Kelly Olynyk,1.3
Kelly Oubre Jr.,-2.8
Kemba Walker,4.075
Kendall Marshall,-7.3
Kendrick Perkins,-3.6
Kenneth Faried,-0.425
Kenrich Williams,-1.9
Kent Bazemore,-0.6
Kentavious Caldwell-Pope,-0.175
Kevin Durant,7.9
Kevin Garnett*,1.5
Kevin Huerter,-2.4
Kevin Knox,-5.7
Kevin Love,2.5749999999999997
Kevin Martin,-3.2
Kevin Séraphin,-3.5999999999999996
Kevon Looney,-0.9750000000000001
Khem Birch,0.14999999999999997
Khris Middleton,0.275
Khyri Thomas,-5.0
Kirk Hinrich,-3.5
Klay Thompson,0.47500000000000003
Kobe Bryant*,-1.6
Kobi Simmons,-8.75
Kosta Koufos,-2.075
Kostas Antetokounmpo,-12.7
Kostas Papanikolaou,-4.5
Kris Dunn,-2.2666666666666666
Kris Humphries,-2.0
Kristaps Porziņģis,1.0
Kyle Anderson,1.7249999999999999
Kyle Collinsworth,-2.6
Kyle Korver,-0.325
Kyle Kuzma,-1.0499999999999998
Kyle Lowry,4.85
Kyle O'Quinn,1.4500000000000002
Kyle Singler,-4.733333333333333
Kyle Wiltjer,-5.4
Kyrie Irving,5.05
LaMarcus Aldridge,2.2
Lamar Patterson,-8.25
Lance Stephenson,-2.125
Lance Thomas,-4.025
Landry Shamet,-1.6
Langston Galloway,-1.1749999999999998
Larry Drew II,-9.0
Larry Nance Jr.,0.975
Larry Sanders,-15.0
Lauri Markkanen,-0.2
Lavoy Allen,-1.65
LeBron James,8.325
Leandro Barbosa,-2.25
London Perrantes,-9.2
Lonnie Walker,-2.4
Lonzo Ball,0.35
Lorenzo Brown,-4.8
Lou Amundson,-6.9
Lou Williams,2.425
Luc Mbah a Moute,-1.5
Lucas Nogueira,2.4
Luis Montero,-20.55
Luis Scola,-2.0
Luka Dončić,3.9
Luke Babbitt,-2.3000000000000003
Luke Kennard,-0.9500000000000001
Luke Kornet,1.1500000000000001
Luol Deng,-1.05
Malachi Richardson,-6.533333333333334
Malcolm Brogdon,0.20000000000000004
Malcolm Delaney,-4.1
Malcolm Miller,-0.75
Malik Beasley,-1.4333333333333333
Malik Monk,-3.2
Mangok Mathiang,-4.6
Manny Harris,-14.8
Manu Ginóbili,1.2333333333333334
MarShon Brooks,2.05
Marc Gasol,3.0749999999999997
Marcelo Huertas,-4.8
Marcin Gortat,-0.525
Marco Belinelli,-1.7750000000000001
Marcus Derrickson,-2.7
Marcus Georges-Hunt,-4.8
Marcus Morris,-0.5750000000000001
Marcus Paige,-8.8
Marcus Smart,-0.675
Marcus Thornton,-1.45
Mario Chalmers,-0.9500000000000001
Mario Hezonja,-3.0999999999999996
Markel Brown,-6.9
Markelle Fultz,-2.85
Markieff Morris,-1.975
Marquese Chriss,-4.166666666666667
Marquis Teague,-5.7
Marreese Speights,-1.4000000000000001
Marshall Plumlee,-4.55
Marvin Bagley III,-1.0
Marvin Williams,0.8500000000000001
Mason Plumlee,1.525
Matt Barnes,-1.15
Matt Bonner,2.2
Matt Costello,-0.7
Matt Williams,-11.2
Matthew Dellavedova,-3.5500000000000003
Maurice Harkless,0.24999999999999994
Maurice Ndour,-2.8
Maxi Kleber,-0.04999999999999999
Melvin Frazier,-14.5
Metta World Peace,-4.8
Meyers Leonard,-0.3
Michael Beasley,-0.4
Michael Carter-Williams,-1.1500000000000001
Michael Gbinije,-12.1
Michael Kidd-Gilchrist,-1.2999999999999998
Mikal Bridges,-1.6
Mike Conley,3.75
Mike Dunleavy,-2.45
Mike James,-1.5
Mike Miller,-2.0
Mike Muscala,-0.15000000000000002
Mike Scott,-2.45
Mike Tobey,-9.5
Miles Bridges,-0.8
Miles Plumlee,-2.1750000000000003
Miloš Teodosić,-3.5500000000000003
Milton Doyle,-6.8
Mindaugas Kuzminskas,-28.3
Mirza Teletović,-0.7000000000000001
Mitch Creek,3.5
Mitch McGary,-7.3
Mitchell Robinson,2.5
Mo Bamba,-1.4
Mo Williams,-1.5
Monta Ellis,-1.4
Monte Morris,5.45
Montrezl Harrell,1.75
Moritz Wagner,-4.3
Myke Henry,-1.3
Myles Turner,0.45
Nate Robinson,-4.6
Nate Wolters,-12.8
Naz Mitrou-Long,116.75
Nazr Mohammed,-11.7
Nemanja Bjelica,-0.32499999999999996
Nenê,-0.5
Nerlens Noel,1.2
Nick Collison,-2.5
Nick Young,-3.5500000000000003
Nicolas Batum,0.525
Nicolás Brussino,-6.45
Nicolás Laprovíttola,-3.9
Nigel Hayes,-3.8
Nik Stauskas,-2.6999999999999997
Nikola Jokić,6.800000000000001
Nikola Mirotić,1.475
Nikola Peković,-7.9
Nikola Vučević,3.15
Noah Vonleh,-2.525
Norman Powell,-1.1
Norris Cole,-5.25
O.J. Mayo,-4.0
OG Anunoby,-1.5
Okaro White,-6.866666666666667
Omari Johnson,-4.5
Omari Spellman,-1.2
Omri Casspi,-0.9
Orlando Johnson,-8.3
Otto Porter,2.2
P.J. Hairston,-4.5
P.J. Tucker,-0.8
PJ Dozier,-11.2
Pablo Prigioni,-0.4
Pascal Siakam,0.43333333333333335
Pat Connaughton,-2.3500000000000005
Patricio Garino,-17.9
Patrick Beverley,0.675
Patrick McCaw,-3.1666666666666665
Patrick Patterson,-0.675
Patty Mills,0.45
Pau Gasol,3.85
Paul George,4.525
Paul Millsap,2.1
Paul Pierce,-4.0
Paul Zipser,-5.25
Phil Pressey,-3.2
Pierre Jackson,-4.4
Quincy Acy,-3.2
Quincy Pondexter,-4.15
Quinn Cook,-2.266666666666667
R.J. Hunter,-2.6999999999999997
Rajon Rondo,-0.325
Rakeem Christmas,0.75
Ramon Sessions,-1.9666666666666668
Randy Foye,-3.85
Rashad Vaughn,-3.966666666666667
Rasual Butler,2.9
Raul Neto,-0.95
Rawle Alkins,-7.3
Ray McCallum,-3.1
Ray Spalding,-5.1
Raymond Felton,-1.2000000000000002
Reggie Bullock,0.175
Reggie Hearn,1.5
Reggie Jackson,0.42500000000000004
Reggie Williams,-0.8
Richard Jefferson,-2.8666666666666667
Richaun Holmes,0.30000000000000004
Ricky Rubio,0.8
Robert Covington,0.6000000000000001
Robert Sacre,-4.6
Robert Williams,1.8
Robin Lopez,-1.625
Rodions Kurucs,-2.6
Rodney Hood,-0.575
Rodney McGruder,-1.8666666666666665
Rodney Purvis,-8.2
Rodney Stuckey,-2.9000000000000004
Ron Baker,-4.033333333333334
Rondae Hollis-Jefferson,-0.75
Ronnie Price,-2.6
Roy Hibbert,-2.75
Royce O'Neale,-0.35
Rudy Gay,0.95
Rudy Gobert,3.85
Russ Smith,-1.4
Russell Westbrook,7.6
Ryan Anderson,-1.725
Ryan Arcidiacono,-3.0
Ryan Broekhoff,-1.0
Ryan Hollins,-3.7
Ryan Kelly,-3.3
Salah Mejri,0.25
Sam Dekker,-0.675
Sasha Kaun,-2.8
Sasha Vujačić,-2.2
Scott Machado,5.5
Scotty Hopson,-14.0
Sean Kilpatrick,-2.433333333333333
Semaj Christon,-5.1
Semi Ojeleye,-4.35
Serge Ibaka,-0.09999999999999999
Sergey Karasev,-3.8
Sergio Rodríguez,-2.7
Seth Curry,0.0
Shabazz Muhammad,-2.466666666666667
Shabazz Napier,-0.30000000000000004
Shai Gilgeous-Alexander,-0.5
Shake Milton,-3.2
Shane Larkin,-1.85
Shaquille Harrison,-1.0
Shaun Livingston,-1.5750000000000002
Shawn Long,1.2
Shayne Whittington,-7.5
Sheldon Mac,-2.3
Shelvin Mack,-2.075
Sindarius Thornwell,-3.55
Skal Labissière,-2.6666666666666665
Solomon Hill,-2.75
Sonny Weems,-7.3
Spencer Dinwiddie,-1.2500000000000002
Spencer Hawes,-0.04999999999999999
Stanley Johnson,-2.8499999999999996
Stephen Curry,8.275
Stephen Zimmerman,-8.3
Sterling Brown,-2.3
Steve Blake,-2.4
Steve Novak,-5.0
Steven Adams,0.55
Sviatoslav Mykhailiuk,-5.0
T.J. Leaf,-1.7
T.J. McConnell,-0.775
T.J. Warren,-0.5
Tahjere McCall,-6.6
Taj Gibson,-0.525
Tarik Black,-3.033333333333333
Taurean Prince,-1.6333333333333335
Tayshaun Prince,-3.0
Terrance Ferguson,-3.55
Terrence Jones,-11.266666666666667
Terrence Ross,-0.45
Terry Rozier,-1.4000000000000001
Thabo Sefolosha,1.35
Thaddeus Young,0.55
Thanasis Antetokounmpo,5.9
Theo Pinson,-3.2
Thomas Bryant,-0.6499999999999999
Thomas Robinson,-2.95
Thomas Welsh,1.2
Thon Maker,-2.2333333333333334
Tiago Splitter,-3.0
Tibor Pleiß,-11.6
Tim Duncan*,3.0
Tim Frazier,-1.85
Tim Hardaway Jr.,-0.75
Tim Quarterman,-6.25
Timofey Mozgov,-3.1999999999999997
Timothé Luwawu-Cabarrot,-4.633333333333333
Tobias Harris,1.65
Tomáš Satoranský,-0.6333333333333333
Toney Douglas,-0.75
Tony Allen,-2.5
Tony Bradley,-6.75
Tony Parker,-2.025
Tony Snell,-2.175
Tony Wroten,-13.4
Torrey Craig,-2.4
Trae Young,-0.6
Travis Wear,-3.7
Treveon Graham,-2.466666666666667
Trevon Duval,24.4
Trevor Ariza,0.1999999999999999
Trevor Booker,-0.39999999999999997
Trey Burke,-0.225
Trey Lyles,-1.275
Trey McKinney-Jones,-8.5
Tristan Thompson,-0.975
Troy Brown Jr.,-2.7
Troy Caupain,13.3
Troy Daniels,-1.85
Troy Williams,-2.233333333333333
Ty Lawson,-2.3
Tyler Cavanaugh,-5.15
Tyler Davis,-40.7
Tyler Dorsey,-3.2
Tyler Ennis,-3.1999999999999997
Tyler Hansbrough,-3.8
Tyler Johnson,0.34999999999999987
Tyler Lydon,-4.800000000000001
Tyler Ulis,-5.733333333333334
Tyler Zeller,-3.025
Tyreke Evans,0.9749999999999999
Tyrone Wallace,-4.95
Tyson Chandler,-1.0750000000000002
Tyus Jones,-0.4999999999999999
Udonis Haslem,-6.625
Vander Blue,-8.4
Victor Oladipo,2.475
Vince Carter,-0.5249999999999999
Vince Edwards,-6.4
Vince Hunter,9.7
Wade Baldwin,-4.633333333333334
Walt Lemon Jr.,-5.199999999999999
Wayne Ellington,-0.625
Wayne Selden,-4.666666666666667
Wendell Carter Jr.,-1.6
Wesley Iwundu,-3.75
Wesley Johnson,-1.925
Wesley Matthews,-1.125
Will Barton,0.07500000000000001
Willie Cauley-Stein,-0.17500000000000004
Willie Reed,-0.19999999999999996
Willy Hernangómez,0.3333333333333333
Wilson Chandler,-1.9666666666666668
Xavier Munford,-6.9
Xavier Rathan-Mayes,-11.5
Xavier Silas,-8.1
Yante Maten,-9.2
Yogi Ferrell,-1.3
Yuta Watanabe,-9.1
Zach Collins,-2.75
Zach LaVine,-0.7249999999999999
Zach Lofton,-11.5
Zach Randolph,-0.6
Zaza Pachulia,-0.2
Zhaire Smith,-5.0
Zhou Qi,20.95
Álex Abrines,-2.1333333333333333
Ángel Delgado,-12.0
Ömer Aşık,-5.166666666666667
